x,y
1,3.0
14,2.5714285714285716
15,2.2666666666666666
14,3.9285714285714284
1,2.0
4,3.75
3,3.6666666666666665
8,1.75
6,2.8333333333333335
7,2.4285714285714284
8,3.25
7,2.857142857142857
3,4.333333333333333
7,3.7142857142857144
12,2.6666666666666665
2,2.5
1,2.0
1,3.0
1,2.0
28,3.3214285714285716
7,3.857142857142857
1,3.0
6,2.3333333333333335
2,3.5
3,3.0
1,3.0
17,2.8823529411764706
1,5.0
5,2.8
2,1.5
1,3.0
11,2.909090909090909
4,3.75
9,4.333333333333333
11,3.6363636363636362
6,3.0
9,4.0
17,3.411764705882353
2,2.0
2,8.5
4,4.5
1,2.0
2,1.5
1,2.0
7,3.5714285714285716
1,2.0
19,2.6315789473684212
4,3.5
9,2.2222222222222223
21,3.1904761904761907
1,4.0
1,3.0
1,2.0
2,4.0
1,3.0
5,4.8
6,2.8333333333333335
2,3.0
8,2.625
6,4.166666666666667
3,2.6666666666666665
3,3.0
1,2.0
17,2.764705882352941
5,3.6
1,4.0
4,3.75
1,3.0
3,2.3333333333333335
3,2.6666666666666665
2,5.0
2,1.5
1,2.0
1,7.0
13,2.8461538461538463
13,3.0
9,2.7777777777777777
5,2.8
4,5.0
1,2.0
18,3.2777777777777777
9,3.5555555555555554
7,3.5714285714285716
10,3.5
1,1.0
7,4.714285714285714
7,3.7142857142857144
5,3.4
34,3.735294117647059
10,2.5
16,3.0
1,2.0
3,2.0
30,2.933333333333333
5,3.0
2,2.0
2,2.5
8,3.625
3,2.3333333333333335
3,3.0
3,2.3333333333333335
21,3.0952380952380953
3,3.3333333333333335
3,3.6666666666666665
6,2.5
9,2.7777777777777777
23,3.6956521739130435
9,3.7777777777777777
1,2.0
4,2.0
5,2.4
1,1.0
3,2.0
3,3.0
11,2.909090909090909
2,4.0
12,3.1666666666666665
2,3.0
3,2.0
13,3.6153846153846154
5,2.6
4,4.25
7,2.2857142857142856
1,1.0
4,2.75
4,6.0
2,5.5
8,3.25
2,2.0
5,4.0
5,2.2
8,3.625
3,2.6666666666666665
15,3.4
12,3.5
8,3.5
8,3.125
6,3.8333333333333335
9,2.2222222222222223
2,2.5
2,3.0
5,2.6
6,3.0
4,2.75
20,2.5
17,2.764705882352941
3,1.6666666666666667
9,2.7777777777777777
10,3.1
4,2.5
17,2.764705882352941
9,2.4444444444444446
4,1.75
12,2.75
8,2.5
5,2.6
11,3.1818181818181817
2,3.0
2,2.0
11,2.8181818181818183
6,3.6666666666666665
4,2.25
1,2.0
13,2.5384615384615383
17,3.0588235294117645
1,2.0
12,3.0833333333333335
11,3.3636363636363638
2,2.0
6,4.5
2,5.0
1,3.0
2,2.0
3,1.6666666666666667
5,3.4
6,3.1666666666666665
7,2.7142857142857144
10,2.3
6,4.0
5,2.8
1,2.0
7,4.142857142857143
11,2.909090909090909
10,3.7
4,2.25
1,5.0
2,1.5
3,2.3333333333333335
22,2.772727272727273
2,3.0
10,3.9
12,3.0
6,3.3333333333333335
6,2.8333333333333335
1,3.0
1,3.0
19,2.6842105263157894
9,3.111111111111111
9,2.888888888888889
9,2.4444444444444446
2,5.0
17,2.588235294117647
5,2.8
2,2.0
9,3.2222222222222223
2,2.0
1,2.0
16,2.75
4,3.0
2,4.5
7,3.5714285714285716
3,3.3333333333333335
12,3.6666666666666665
4,4.0
3,3.3333333333333335
22,2.6818181818181817
3,3.0
10,2.6
1,2.0
7,3.142857142857143
1,5.0
6,2.8333333333333335
5,2.6
1,1.0
1,1.0
1,3.0
1,1.0
1,3.0
1,3.0
1,3.0
2,3.0
1,8.0
6,3.0
9,3.5555555555555554
12,3.0
12,3.75
5,2.8
7,3.0
5,3.6
5,2.8
12,3.25
18,3.0555555555555554
8,3.375
10,2.5
7,2.7142857142857144
11,3.272727272727273
1,3.0
1,2.0
1,2.0
7,2.2857142857142856
9,5.555555555555555
9,2.6666666666666665
4,4.0
8,3.0
4,3.25
15,3.2666666666666666
3,3.3333333333333335
8,4.25
5,4.2
3,4.333333333333333
2,3.5
23,3.130434782608696
5,3.6
7,2.7142857142857144
22,2.909090909090909
6,3.3333333333333335
2,3.0
1,2.0
4,3.0
2,3.0
1,2.0
1,5.0
7,3.0
1,2.0
7,3.142857142857143
1,7.0
1,3.0
8,3.125
1,5.0
5,2.4
2,4.5
3,2.6666666666666665
1,3.0
2,3.0
6,3.0
1,3.0
10,3.6
6,3.3333333333333335
8,2.25
13,2.769230769230769
6,3.1666666666666665
7,3.857142857142857
4,3.25
4,4.25
3,2.0
4,3.75
9,3.111111111111111
12,3.0833333333333335
3,3.3333333333333335
1,6.0
2,3.5
1,3.0
2,1.5
5,3.0
2,4.0
2,3.5
15,3.0
8,2.625
10,2.6
7,2.5714285714285716
1,2.0
8,3.0
3,2.0
10,3.5
4,4.5
1,3.0
5,3.2
2,2.0
8,3.25
2,5.0
22,3.3636363636363638
9,2.888888888888889
1,2.0
9,3.7777777777777777
5,2.6
17,3.5294117647058822
2,2.5
3,3.0
2,1.5
5,2.8
25,3.12
3,3.6666666666666665
1,1.0
7,3.0
3,3.0
17,3.1176470588235294
13,2.6153846153846154
12,3.75
4,2.25
3,3.3333333333333335
18,2.5555555555555554
11,2.727272727272727
7,3.0
1,4.0
2,3.5
6,3.3333333333333335
5,3.0
3,3.0
5,2.4
1,2.0
1,7.0
23,2.6956521739130435
1,3.0
7,2.7142857142857144
2,2.0
2,3.0
3,5.0
7,2.2857142857142856
15,2.6666666666666665
2,3.0
7,2.7142857142857144
9,2.7777777777777777
1,3.0
1,3.0
2,1.5
1,3.0
8,3.25
7,2.142857142857143
16,3.1875
6,3.1666666666666665
3,1.3333333333333333
9,2.5555555555555554
14,3.0714285714285716
8,2.5
10,3.2
2,2.0
12,3.0833333333333335
5,2.4
9,2.6666666666666665
1,2.0
1,1.0
8,2.625
11,2.1818181818181817
27,3.037037037037037
1,3.0
1,3.0
3,2.0
14,2.642857142857143
4,4.25
1,2.0
14,3.5714285714285716
11,3.4545454545454546
1,2.0
11,3.1818181818181817
1,2.0
21,3.9523809523809526
2,4.5
11,2.1818181818181817
2,4.5
3,3.3333333333333335
1,9.0
17,3.176470588235294
7,3.5714285714285716
3,4.333333333333333
7,2.4285714285714284
2,2.0
19,3.210526315789474
1,1.0
1,3.0
4,3.25
6,3.5
2,1.5
1,4.0
9,2.7777777777777777
1,3.0
4,5.0
2,2.0
10,3.1
2,3.5
2,3.0
3,3.6666666666666665
12,3.25
4,2.25
5,4.2
1,2.0
6,2.8333333333333335
8,2.625
7,2.0
4,5.75
5,3.4
10,3.6
6,3.8333333333333335
8,4.25
13,3.076923076923077
3,2.6666666666666665
1,2.0
3,1.6666666666666667
1,3.0
30,3.2
3,2.6666666666666665
2,2.0
2,2.5
1,3.0
1,2.0
4,2.25
1,3.0
1,4.0
1,3.0
2,3.0
1,3.0
1,2.0
12,2.5833333333333335
19,3.9473684210526314
21,2.9047619047619047
8,2.375
3,3.0
5,2.4
3,2.3333333333333335
11,2.5454545454545454
3,2.6666666666666665
47,3.617021276595745
17,3.0
1,2.0
14,3.2857142857142856
11,3.727272727272727
2,2.5
11,3.272727272727273
2,5.5
4,4.0
3,3.0
18,2.611111111111111
20,3.35
6,4.0
11,3.4545454545454546
6,2.3333333333333335
3,2.3333333333333335
2,4.5
3,3.6666666666666665
8,3.5
6,3.8333333333333335
3,2.6666666666666665
1,4.0
1,3.0
1,2.0
2,3.0
4,3.25
6,3.0
6,3.0
4,4.0
2,2.5
8,2.875
3,1.6666666666666667
29,2.6206896551724137
5,2.6
1,1.0
1,1.0
6,3.0
12,2.8333333333333335
18,2.888888888888889
27,3.1481481481481484
1,8.0
2,4.0
1,3.0
1,2.0
8,3.0
3,2.0
3,2.6666666666666665
10,2.1
1,3.0
8,3.875
25,2.76
5,4.0
3,2.6666666666666665
2,1.5
9,3.3333333333333335
10,2.5
4,2.5
1,3.0
1,3.0
4,2.25
2,2.0
5,2.2
1,7.0
18,2.611111111111111
2,6.0
6,2.3333333333333335
15,2.466666666666667
3,1.0
1,7.0
1,2.0
3,4.666666666666667
13,2.923076923076923
35,3.0
19,3.0
14,2.7857142857142856
3,3.0
3,2.6666666666666665
1,1.0
19,2.8421052631578947
2,1.5
5,2.2
6,2.5
3,3.6666666666666665
5,3.2
1,3.0
8,3.375
4,2.5
25,2.84
6,2.1666666666666665
5,3.2
3,2.6666666666666665
9,2.7777777777777777
17,2.9411764705882355
1,3.0
11,3.272727272727273
16,3.8125
2,3.5
29,2.6206896551724137
6,2.5
8,3.625
21,2.761904761904762
1,2.0
9,2.888888888888889
1,2.0
14,3.2142857142857144
1,7.0
1,6.0
4,2.25
9,3.0
16,2.25
3,2.6666666666666665
1,3.0
31,3.161290322580645
7,3.7142857142857144
2,3.0
11,4.363636363636363
16,3.25
17,3.411764705882353
17,3.588235294117647
7,2.4285714285714284
3,4.666666666666667
5,2.4
7,2.5714285714285716
17,2.7058823529411766
15,2.466666666666667
17,2.4705882352941178
11,2.5454545454545454
16,2.5
8,3.25
4,4.0
2,2.5
10,2.4
4,2.75
1,3.0
8,3.125
23,2.4782608695652173
5,2.4
1,2.0
3,5.333333333333333
2,4.0
15,3.1333333333333333
4,2.5
3,2.3333333333333335
5,4.8
20,3.2
2,3.0
4,4.25
38,2.973684210526316
13,2.6153846153846154
21,2.619047619047619
7,2.4285714285714284
44,2.9545454545454546
11,3.1818181818181817
2,1.5
14,3.0714285714285716
8,3.75
14,2.642857142857143
3,3.3333333333333335
19,3.1052631578947367
10,3.0
11,2.909090909090909
11,2.6363636363636362
6,4.0
14,2.142857142857143
1,2.0
1,1.0
28,2.9642857142857144
2,4.0
1,1.0
1,1.0
2,3.0
14,3.0
24,2.5833333333333335
2,3.5
10,3.0
3,2.0
27,2.5185185185185186
7,2.142857142857143
3,3.0
28,2.8214285714285716
6,2.3333333333333335
7,3.4285714285714284
8,3.25
11,3.1818181818181817
17,2.6470588235294117
16,2.5
2,5.5
13,2.8461538461538463
15,2.8666666666666667
17,3.0588235294117645
8,3.75
15,3.066666666666667
1,2.0
6,4.333333333333333
12,3.6666666666666665
5,2.6
2,6.0
14,2.9285714285714284
18,2.8333333333333335
11,3.8181818181818183
5,3.2
9,2.4444444444444446
1,3.0
10,3.0
23,2.608695652173913
20,2.6
18,3.2222222222222223
7,2.5714285714285716
9,2.888888888888889
5,2.2
20,2.1
1,1.0
4,3.0
5,2.2
35,2.7142857142857144
21,2.5714285714285716
4,2.5
6,2.0
5,2.2
1,2.0
1,2.0
12,2.8333333333333335
18,2.888888888888889
9,2.6666666666666665
6,2.6666666666666665
5,2.4
4,3.75
3,2.3333333333333335
10,3.9
7,3.0
5,3.0
34,3.0
1,3.0
5,5.4
2,3.5
1,6.0
3,5.0
5,2.6
17,4.235294117647059
2,3.0
3,4.666666666666667
5,3.0
10,2.6
13,2.6153846153846154
23,3.0434782608695654
8,3.125
9,4.333333333333333
8,2.875
24,2.9166666666666665
14,3.2142857142857144
20,2.7
1,5.0
4,2.5
15,3.0
19,3.8421052631578947
3,2.6666666666666665
4,2.5
6,3.0
27,3.111111111111111
10,3.3
21,2.6666666666666665
16,2.5625
1,9.0
6,3.1666666666666665
1,9.0
9,2.4444444444444446
1,2.0
4,2.75
14,3.0714285714285716
3,2.0
3,4.666666666666667
31,2.3870967741935485
23,2.608695652173913
13,2.5384615384615383
2,2.0
20,2.4
7,1.5714285714285714
1,1.0
5,2.8
3,2.6666666666666665
6,2.3333333333333335
32,2.75
30,3.0
7,3.0
5,3.8
12,2.3333333333333335
10,2.3
1,1.0
1,2.0
6,3.8333333333333335
15,3.1333333333333333
1,2.0
1,3.0
5,2.6
1,1.0
7,3.5714285714285716
30,2.7
6,2.5
19,2.789473684210526
5,2.2
4,2.5
5,2.4
2,3.0
1,5.0
3,3.0
7,3.2857142857142856
11,2.727272727272727
17,2.823529411764706
3,2.3333333333333335
3,2.3333333333333335
10,3.1
4,2.25
9,3.5555555555555554
16,2.3125
12,2.4166666666666665
6,2.3333333333333335
3,2.0
6,2.8333333333333335
7,2.7142857142857144
1,1.0
6,2.5
13,2.769230769230769
3,3.0
26,2.8076923076923075
6,2.8333333333333335
15,3.2666666666666666
17,2.588235294117647
10,3.3
8,2.5
8,2.625
10,2.5
22,3.227272727272727
8,2.375
4,3.0
16,3.5
9,3.2222222222222223
1,2.0
2,5.5
2,3.5
2,2.5
5,3.6
12,2.25
3,3.3333333333333335
3,3.0
27,3.074074074074074
8,3.375
17,2.4705882352941178
8,3.5
22,2.409090909090909
4,4.25
17,2.764705882352941
10,2.4
16,3.0
22,2.5454545454545454
33,3.121212121212121
7,3.5714285714285716
4,2.25
20,3.05
3,3.3333333333333335
6,3.0
17,3.0588235294117645
11,2.8181818181818183
29,2.4482758620689653
12,2.6666666666666665
11,2.1818181818181817
10,2.9
1,1.0
19,2.6315789473684212
13,2.6153846153846154
4,2.25
9,2.888888888888889
6,2.6666666666666665
20,2.5
3,2.3333333333333335
18,2.5
16,2.625
16,3.125
4,3.0
2,2.5
4,4.0
28,2.857142857142857
2,3.0
5,3.0
2,2.5
1,3.0
19,2.6315789473684212
9,2.6666666666666665
6,2.8333333333333335
6,2.1666666666666665
8,2.875
2,2.0
8,3.5
6,2.8333333333333335
7,2.2857142857142856
6,2.1666666666666665
17,3.5294117647058822
1,3.0
1,2.0
1,2.0
1,2.0
40,3.075
1,4.0
1,1.0
5,2.6
1,3.0
22,2.8636363636363638
7,3.2857142857142856
3,1.6666666666666667
5,3.8
9,3.0
22,2.8636363636363638
24,2.4583333333333335
5,2.4
6,2.6666666666666665
20,2.7
30,2.8333333333333335
9,3.0
11,2.909090909090909
11,2.5454545454545454
26,3.076923076923077
9,2.6666666666666665
32,2.6875
22,2.5
13,2.3846153846153846
4,2.75
1,6.0
6,4.333333333333333
22,3.1363636363636362
4,5.0
3,3.3333333333333335
2,4.5
3,2.6666666666666665
2,3.5
6,4.666666666666667
4,4.5
6,2.5
34,2.323529411764706
11,3.8181818181818183
15,2.933333333333333
3,2.3333333333333335
4,2.5
5,2.0
8,3.25
10,2.9
4,6.0
3,2.0
15,3.3333333333333335
1,4.0
6,3.5
19,3.3157894736842106
1,2.0
3,2.6666666666666665
21,2.619047619047619
7,2.5714285714285716
10,3.0
7,3.142857142857143
6,3.0
10,2.5
1,3.0
2,1.5
5,2.2
9,2.7777777777777777
13,3.3846153846153846
3,4.333333333333333
31,3.3870967741935485
4,2.75
2,2.5
6,4.0
6,4.0
16,2.8125
2,2.5
4,3.0
14,3.642857142857143
15,2.466666666666667
7,3.5714285714285716
16,2.5625
2,3.0
23,3.0
26,2.4615384615384617
30,2.533333333333333
32,2.59375
3,1.6666666666666667
2,1.5
13,2.6153846153846154
1,2.0
5,2.2
9,2.5555555555555554
1,4.0
8,3.0
2,1.5
3,2.6666666666666665
17,2.9411764705882355
2,4.5
5,3.0
18,3.111111111111111
3,2.0
4,3.25
12,2.8333333333333335
20,2.4
7,2.2857142857142856
10,3.2
3,2.6666666666666665
12,2.6666666666666665
1,2.0
3,3.0
12,3.1666666666666665
15,2.7333333333333334
1,3.0
17,3.4705882352941178
31,2.3548387096774195
2,3.5
12,3.5
12,3.0833333333333335
18,4.388888888888889
2,2.0
13,2.8461538461538463
2,3.0
7,3.142857142857143
1,5.0
2,2.5
3,2.6666666666666665
15,2.8666666666666667
46,2.9565217391304346
10,2.9
7,2.7142857142857144
16,3.5
29,2.6206896551724137
5,2.4
4,2.5
3,3.3333333333333335
16,3.125
30,2.6
2,3.0
7,3.2857142857142856
6,2.6666666666666665
15,2.7333333333333334
1,7.0
14,2.7142857142857144
2,2.0
1,2.0
1,3.0
8,3.625
3,2.6666666666666665
10,3.2
4,3.0
3,3.0
2,2.5
14,2.9285714285714284
9,3.3333333333333335
25,3.12
8,2.625
15,2.933333333333333
3,2.0
46,3.0
2,2.0
5,2.4
4,1.5
9,3.3333333333333335
1,2.0
8,2.375
3,2.3333333333333335
7,3.2857142857142856
8,2.0
1,4.0
2,4.0
18,2.7777777777777777
3,2.6666666666666665
3,2.0
20,2.95
18,2.9444444444444446
1,3.0
27,2.4444444444444446
40,2.825
12,2.4166666666666665
21,2.7142857142857144
13,2.3076923076923075
5,2.0
6,2.8333333333333335
4,2.0
10,2.4
10,2.4
3,2.3333333333333335
18,2.4444444444444446
34,2.3529411764705883
40,2.625
5,2.4
12,2.75
2,4.0
10,2.5
10,2.7
5,2.8
3,3.3333333333333335
8,3.375
6,3.0
2,2.5
1,3.0
4,3.0
11,2.909090909090909
1,3.0
1,3.0
9,3.3333333333333335
11,3.0
2,3.0
23,2.869565217391304
3,2.3333333333333335
4,3.25
4,4.5
11,3.5454545454545454
7,3.0
5,3.4
4,2.5
1,3.0
1,2.0
2,4.0
2,2.0
2,1.5
2,1.5
5,3.6
4,2.75
6,3.3333333333333335
8,2.875
15,3.066666666666667
13,2.6153846153846154
12,3.5833333333333335
24,2.5833333333333335
14,2.2857142857142856
2,4.5
18,3.4444444444444446
5,3.2
9,3.111111111111111
2,2.0
5,2.6
7,3.4285714285714284
7,3.4285714285714284
16,2.9375
10,3.0
1,5.0
4,3.0
8,2.75
9,2.888888888888889
5,3.4
1,4.0
12,3.6666666666666665
9,3.3333333333333335
14,3.9285714285714284
21,2.8095238095238093
7,3.0
3,4.333333333333333
13,3.6923076923076925
9,3.3333333333333335
22,2.590909090909091
10,3.3
19,2.6315789473684212
3,2.3333333333333335
10,2.9
25,2.72
8,3.5
7,3.0
7,3.4285714285714284
6,3.5
20,2.9
4,3.25
10,2.9
12,2.6666666666666665
1,4.0
1,2.0
4,2.0
2,3.5
10,2.5
7,2.4285714285714284
6,2.5
9,2.5555555555555554
11,3.0
6,3.0
6,2.8333333333333335
11,3.0
3,4.333333333333333
7,2.857142857142857
9,2.6666666666666665
26,3.076923076923077
13,2.4615384615384617
9,3.3333333333333335
12,2.25
18,3.111111111111111
8,2.5
17,2.4705882352941178
1,3.0
1,3.0
25,3.0
1,7.0
7,3.7142857142857144
7,2.5714285714285716
21,2.619047619047619
30,2.8333333333333335
36,3.2222222222222223
15,3.1333333333333333
8,3.25
1,4.0
3,2.3333333333333335
6,2.5
14,2.7142857142857144
29,2.8275862068965516
16,3.125
2,4.0
24,2.375
6,2.8333333333333335
3,2.6666666666666665
2,5.0
7,3.0
9,2.7777777777777777
16,2.9375
2,2.0
8,2.25
1,1.0
19,2.473684210526316
9,2.7777777777777777
20,3.0
32,2.5
19,3.0
14,2.857142857142857
8,2.875
8,3.625
10,3.1
25,3.28
2,3.0
24,2.7916666666666665
23,2.5652173913043477
1,3.0
19,3.0
10,3.6
8,3.875
11,3.5454545454545454
19,3.4210526315789473
19,2.6315789473684212
1,7.0
15,2.2
20,2.75
37,2.6486486486486487
10,3.2
32,2.78125
8,3.625
23,2.782608695652174
22,2.4545454545454546
5,3.0
9,2.6666666666666665
7,2.7142857142857144
12,2.5
3,4.666666666666667
10,2.6
4,2.75
9,3.6666666666666665
1,2.0
1,2.0
4,2.0
7,2.4285714285714284
14,3.7142857142857144
5,4.2
1,2.0
10,2.6
31,2.4838709677419355
10,3.2
1,3.0
4,2.0
13,3.230769230769231
4,2.75
15,2.6666666666666665
17,2.7058823529411766
1,3.0
2,3.0
12,2.8333333333333335
7,2.857142857142857
12,3.0
3,2.6666666666666665
8,3.75
15,2.8
15,2.8666666666666667
5,3.8
7,5.142857142857143
2,2.0
7,4.0
19,3.3157894736842106
1,2.0
13,3.5384615384615383
2,3.5
7,3.142857142857143
13,3.076923076923077
11,2.6363636363636362
12,2.5833333333333335
1,1.0
12,3.0
14,2.857142857142857
13,2.8461538461538463
2,5.0
6,3.6666666666666665
2,2.5
1,4.0
4,4.0
3,3.0
5,3.8
1,3.0
5,2.4
13,2.769230769230769
4,4.25
11,3.090909090909091
1,7.0
4,5.5
10,3.8
9,3.0
15,3.2
9,2.6666666666666665
5,2.8
9,2.7777777777777777
5,2.8
10,2.8
4,3.75
10,3.2
3,2.3333333333333335
4,3.75
8,2.125
1,7.0
3,3.0
12,3.0833333333333335
6,3.3333333333333335
1,1.0
2,3.5
1,3.0
2,4.5
5,2.6
1,2.0
3,4.333333333333333
14,3.0714285714285716
8,4.375
3,3.0
6,4.333333333333333
4,3.25
3,5.333333333333333
9,3.0
2,2.0
2,5.0
23,2.8260869565217392
1,3.0
7,2.857142857142857
3,5.333333333333333
6,4.333333333333333
8,3.125
2,2.0
2,5.0
1,2.0
17,3.1176470588235294
1,2.0
1,2.0
8,4.125
2,2.5
1,3.0
6,3.0
14,3.2142857142857144
7,3.7142857142857144
2,6.0
7,2.4285714285714284
4,2.5
3,2.3333333333333335
1,1.0
14,4.0
2,3.5
5,3.8
16,3.0625
6,3.3333333333333335
7,2.5714285714285716
6,2.6666666666666665
11,3.1818181818181817
2,4.0
2,4.5
3,3.0
3,3.3333333333333335
3,3.3333333333333335
7,3.0
4,3.75
2,2.0
3,2.0
9,2.4444444444444446
10,2.0
8,2.875
17,3.3529411764705883
1,3.0
18,2.9444444444444446
7,3.0
8,2.75
6,3.6666666666666665
3,2.6666666666666665
5,3.0
5,3.6
1,3.0
9,3.111111111111111
1,1.0
7,3.0
2,2.5
4,4.25
4,3.25
10,3.2
9,3.5555555555555554
1,1.0
1,3.0
1,3.0
17,3.0588235294117645
6,3.5
1,1.0
26,3.1538461538461537
6,3.6666666666666665
8,3.875
4,4.25
14,2.7857142857142856
5,2.8
14,2.642857142857143
1,1.0
4,3.0
6,4.0
6,4.333333333333333
8,2.5
6,3.1666666666666665
1,2.0
4,4.5
1,3.0
1,1.0
7,4.142857142857143
1,4.0
11,3.6363636363636362
3,2.0
2,2.5
3,1.6666666666666667
1,5.0
8,3.5
6,3.1666666666666665
1,6.0
10,3.3
8,2.625
2,3.5
3,4.333333333333333
11,2.6363636363636362
8,4.5
1,1.0
8,3.0
8,3.125
11,3.272727272727273
1,1.0
24,2.75
7,3.2857142857142856
1,1.0
2,2.5
2,5.0
1,10.0
2,3.5
4,2.75
5,2.4
1,3.0
1,3.0
9,2.3333333333333335
4,1.5
8,3.125
2,3.5
9,3.0
2,1.5
1,2.0
6,3.0
7,3.142857142857143
9,3.888888888888889
1,1.0
3,3.6666666666666665
18,3.111111111111111
3,2.3333333333333335
2,7.0
7,2.7142857142857144
4,3.25
23,3.130434782608696
4,2.5
2,2.0
6,5.666666666666667
8,4.75
9,4.111111111111111
5,6.2
1,3.0
12,3.25
17,3.588235294117647
1,2.0
5,2.8
11,3.0
3,3.3333333333333335
4,2.5
18,2.7777777777777777
10,3.5
10,2.6
6,2.3333333333333335
6,4.333333333333333
16,3.125
1,2.0
1,6.0
1,2.0
15,3.2666666666666666
1,8.0
7,3.0
7,2.7142857142857144
1,4.0
5,3.0
13,2.6923076923076925
3,2.3333333333333335
12,2.8333333333333335
3,3.3333333333333335
5,3.4
3,2.3333333333333335
4,5.0
2,2.5
4,3.75
5,2.2
1,2.0
12,3.5833333333333335
18,3.4444444444444446
4,5.5
27,3.7037037037037037
1,2.0
20,3.5
5,2.6
12,3.0
11,3.272727272727273
9,3.7777777777777777
1,3.0
3,4.0
2,2.0
1,1.0
8,2.875
20,3.1
1,1.0
12,3.3333333333333335
10,3.3
5,3.2
8,3.5
2,5.0
2,3.5
6,3.6666666666666665
3,4.0
10,3.3
10,2.7
2,2.5
8,3.125
4,2.0
4,4.0
4,2.0
4,3.75
9,3.5555555555555554
2,2.5
14,4.142857142857143
12,3.5833333333333335
6,2.5
8,3.0
3,3.0
11,2.909090909090909
3,3.0
6,3.5
1,2.0
11,3.0
8,3.625
6,3.5
2,2.0
6,4.166666666666667
1,10.0
5,2.8
1,3.0
3,1.6666666666666667
17,2.588235294117647
1,1.0
1,1.0
15,2.7333333333333334
10,4.1
2,2.0
15,2.7333333333333334
8,2.5
8,2.875
2,4.5
9,3.7777777777777777
1,1.0
13,3.076923076923077
10,2.8
1,3.0
10,3.5
2,4.5
4,2.5
4,2.75
1,4.0
